Date_TER_L01d,Open_TER_L01d,High_TER_L01d,Low_TER_L01d,Close_TER_L01d,Adj Close_TER_L01d,Volume_TER_L01d,Daily_Return_TER_L01d,Vol5_TER_L01d,Vol10_TER_L01d,Vol20_TER_L01d,Vol60_TER_L01d,SMA5_TER_L01d,SMA10_TER_L01d,SMA30_TER_L01d,SMA60_TER_L01d,SMA100_TER_L01d,EMA5_TER_L01d,EMA10_TER_L01d,EMA30_TER_L01d,EMA60_TER_L01d,EMA100_TER_L01d,Short12_TER_L01d,Long26_TER_L01d,MACD_TER_L01d,SIGNAL9_TER_L01d,Ret5/10_TER_L01d,Ret10/30_TER_L01d,Ret30/60_TER_L01d,Ret30/100_TER_L01d,Emaret5/10_TER_L01d,Emaret10/30_TER_L01d,Emaret30/60_TER_L01d,Emaret30/100_TER_L01d,RetMACD_TER_L01d,DayRange_TER_L01d,average20r_TER_L01d,PRVHI_TER_L01d,HitLevel_TER_L01d,hitlevel_2_TER_L01d,hitlevel_1.8_TER_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,104.8000030517578,106.4300003051758,104.3399963378906,106.0199966430664,106.0199966430664,2416600.0,3.0721330098813806,1.670903501043366,1.5185858559858556,1.870802393595184,2.086918224020997,104.57599792480468,104.32399826049804,102.93166580200196,96.01549975077312,97.35199989318848,104.6881595104191,104.68675636514,102.5473995573698,100.0538818087918,99.39968202601236,104.635752953794,103.0895727534188,1.546180200375204,2.1512827409712627,2.54669370225194,2.54669370225194,2.54669370225194,-2.54669370225194,-2.54669370225194,2.54669370225194,2.54669370225194,2.54669370225194,-2.54669370225194,3.440002441406307,2.259999847412111,106.4300003051758,98.24580070495608,98.67800064086914,99.11020057678223,1.0,1.0024155483734183,-3.0721330098813806,1.0,3.0721330098813806,1.0208621263630713,1.0,3.0721330098813806,0.8117296948009233,-1.0,-3.0721330098813806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0721330098813806,1
2024-01-19,107.2399978637695,109.0800018310547,105.6399993896484,108.7200012207031,108.7200012207031,1934500.0,2.54669370225194,1.965573479520456,1.6392695661070529,1.9501612401461763,2.101820600325028,105.2999984741211,105.03799819946288,103.5143325805664,96.3121664683024,97.40139991760252,106.03210674718044,105.42007361160604,102.94563192274616,100.3380168714774,99.58424280214484,105.2640988410108,103.5066415287732,1.7574573122376052,2.0725176552245315,1.2601132282976997,1.2601132282976997,1.2601132282976997,-1.2601132282976997,-1.2601132282976997,1.2601132282976997,1.2601132282976997,1.2601132282976997,-1.2601132282976997,2.970001220703196,2.2419998168945354,109.0800018310547,101.45800064086916,101.91000061035156,102.362000579834,1.0,1.0024943380409888,-2.54669370225194,1.0,2.54669370225194,1.0240363932169243,1.0,2.54669370225194,0.840581554161224,-1.0,-2.54669370225194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54669370225194,1
2024-01-22,110.0,111.9599990844727,108.9899978637695,110.0899963378906,110.0899963378906,1827700.0,1.2601132282976997,1.894672023544888,1.6423772891232014,1.8868945134309203,2.1045891960102,106.35599822998049,105.7699981689453,104.143332417806,96.62016639709472,97.4565998840332,107.3847366107505,106.26915047093048,103.4065586592071,100.65775390316308,99.79227752562495,106.00654460976152,103.99429744055966,2.01224716920187,2.0604635580199995,1.0446012936082736,1.0446012936082736,1.0446012936082736,-1.0446012936082736,-1.0446012936082736,1.0446012936082736,1.0446012936082736,1.0446012936082736,-1.0446012936082736,2.1200027465821023,2.28100013732911,111.9599990844727,104.14760223388672,104.59600219726563,105.04440216064454,1.0,1.005540324016071,-1.2601132282976997,1.0,1.2601132282976997,1.027682884420876,1.0,1.2601132282976997,0.8704128807587045,-1.0,-1.2601132282976997,0.0,0.0,1.0,0.032535024,0.032535024,0.627257884,0.627257884,1.2601132282976997,1
2024-01-23,110.5999984741211,111.5100021362305,109.3899993896484,111.2399978637695,111.2399978637695,1173300.0,1.0446012936082736,1.651399683883377,1.4357342074286492,1.7987256439831476,2.0266841823321475,107.78599853515624,106.30499801635742,104.76433232625324,97.00899963378906,97.49529983520507,108.66982369509016,107.17294090599212,103.911941833695,101.0047127215436,100.01896505707336,106.81169126422432,104.53101599042706,2.280675273797243,2.104505901175448,-0.5124053449931354,-0.5124053449931354,-0.5124053449931354,0.5124053449931354,0.5124053449931354,-0.5124053449931354,-0.5124053449931354,-0.5124053449931354,-0.5124053449931354,3.139999389648395,2.3745002746582093,111.5100021362305,106.94179878234866,107.39799880981448,107.85419883728032,0.0,1.0139316170117507,-1.0446012936082736,1.0,1.0446012936082736,1.031382332143462,1.0,1.0446012936082736,0.7981952179484804,-1.0,-1.0446012936082736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0446012936082736,-1
2024-01-24,112.0500030517578,113.5999984741211,110.4599990844727,110.6699981689453,110.6699981689453,1920900.0,-0.5124053449931354,1.4035935539381932,1.427297796235938,1.7969939724890494,1.9753292839227683,109.34799804687498,106.847998046875,105.3769989013672,97.43483289082845,97.52829978942871,109.33654851970854,107.80876949925631,104.3479454682273,101.32160732637644,100.2298766038431,107.4052769418737,104.98575541105804,2.4195215308156435,2.167509027103488,-0.6505839275464391,-0.6505839275464391,-0.6505839275464391,0.6505839275464391,0.6505839275464391,-0.6505839275464391,-0.6505839275464391,-0.6505839275464391,-0.6505839275464391,2.9499969482422017,2.383500289917,113.5999984741211,106.28610153198244,106.76100158691408,107.23590164184571,0.0,1.0233977242971197,-0.5124053449931354,1.0,-0.5124053449931354,1.0331661923528987,1.0,-0.5124053449931354,0.7942696626071382,-1.0,0.5124053449931354,0.0,0.0,1.0,0.203398198,0.203398198,0.790945649,0.790945649,0.5124053449931354,1
2024-01-25,112.6800003051758,112.7099990844727,109.7600021362305,109.9499969482422,109.9499969482422,2007700.0,-0.6505839275464391,1.3350709565090952,1.4509816492048624,1.7147879087697997,1.9640113500204075,110.13399810791012,107.35499801635744,105.8176653544108,97.86999956766763,97.54909973144532,109.54103132921978,108.19808358089011,104.7093681443573,101.60450534676548,100.42235423442526,107.79677232746886,105.35347700640504,2.443295321063829,2.222666285895556,-4.083672567888403,-4.083672567888403,-4.083672567888403,-4.083672567888403,4.083672567888403,-4.083672567888403,-4.083672567888403,-4.083672567888403,-4.083672567888403,4.0,2.510500335693365,112.7099990844727,108.3562978363037,108.83299789428708,109.3096979522705,0.0,1.025886080228228,-0.6505839275464391,1.0,-0.6505839275464391,1.0333180831702002,1.0,-0.6505839275464391,0.8461580827484411,-1.0,0.6505839275464391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6505839275464391,-1
2024-01-26,108.7399978637695,108.8199996948242,104.8199996948242,105.4599990844727,105.4599990844727,2095700.0,-4.083672567888403,2.139524873180417,2.051584014289366,1.9383761849877736,2.0471480719737745,109.48199768066408,107.39099807739258,106.12166544596354,98.23666623433432,97.51909973144532,108.18068724763742,107.70025003608694,104.7577959469454,101.73091497750998,100.52210957799056,107.4372687516233,105.36136753070632,2.075901220916961,2.193313272899837,0.5784189414442339,0.5784189414442339,0.5784189414442339,0.5784189414442339,-0.5784189414442339,0.5784189414442339,0.5784189414442339,0.5784189414442339,-0.5784189414442339,2.25,2.56000022888184,108.8199996948242,107.1868983459473,107.68899841308595,108.19109848022464,1.0,1.0194709020374744,-4.083672567888403,1.0,-4.083672567888403,1.0280881633919805,1.0,-4.083672567888403,1.0584034359162882,1.0,4.083672567888403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.083672567888403,1
2024-01-29,104.2099990844727,106.3399963378906,104.0899963378906,106.0699996948242,106.0699996948242,1720900.0,0.5784189414442339,2.010087371463705,2.0541409465282405,1.9466158119978625,2.0455299689311457,108.67799835205078,107.51699829101562,106.38533198038736,98.61666628519694,97.51359970092771,107.477124730033,107.40384088313009,104.84245425326016,101.8731800502088,100.63196878822488,107.22691966596189,105.41385880212248,1.8130608638394108,2.117262791087752,-1.3953081561155376,-1.3953081561155376,-1.3953081561155376,-1.3953081561155376,1.3953081561155376,-1.3953081561155376,-1.3953081561155376,-1.3953081561155376,1.3953081561155376,2.1200027465819886,2.5515003204345748,106.3399963378906,103.18799919128416,103.69999923706052,104.2119992828369,0.0,1.0107982931023862,-0.5784189414442339,1.0,0.5784189414442339,1.0244308152466803,1.0,0.5784189414442339,1.0552369573223708,1.0,0.5784189414442339,0.0,1.0,0.0,0.006031981,0.006031981,0.038444743,0.038444743,0.5784189414442339,-1
2024-01-30,104.8899993896484,106.4400024414062,104.3199996948242,104.5899963378906,104.5899963378906,2111100.0,-1.3953081561155376,1.752877874301889,2.097530351631446,1.933656938241101,2.054732099023269,107.347998046875,107.56699829101562,106.35866521199544,98.98049952189128,97.5036996459961,106.51474859931888,106.8922327839956,104.82616664581698,101.96225599406722,100.71034557138655,106.82123915395093,105.35283195292013,1.4684072010308,1.9874916730763617,7.648915078030032,-7.648915078030032,-7.648915078030032,-7.648915078030032,7.648915078030032,7.648915078030032,-7.648915078030032,-7.648915078030032,7.648915078030032,6.5,2.7085002899169943,106.4400024414062,100.72669563293454,101.23699569702144,101.74729576110836,0.0,0.9979640573073525,1.3953081561155376,-1.0,-1.3953081561155376,1.0197094504577218,1.0,-1.3953081561155376,1.0847479251099257,1.0,-1.3953081561155376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3953081561155376,1
2024-01-31,95.48999786376952,98.79000091552734,92.29000091552734,96.58999633789062,96.58999633789062,6316100.0,-7.648915078030032,3.280193413492074,3.2214751214802155,2.4637524569151337,2.2565812409516512,104.53199768066406,106.93999786376952,106.07299830118816,99.15866610209147,97.47269958496094,103.20649784550947,105.01909888470378,104.29480081949916,101.78611633320897,100.62875449745596,105.24720179763396,104.70373301847349,0.5434687791604631,1.698687094293182,1.50118749686025,-1.50118749686025,-1.50118749686025,-1.50118749686025,1.50118749686025,1.50118749686025,-1.50118749686025,-1.50118749686025,1.50118749686025,3.7599945068359375,2.7960002899169965,98.79000091552734,100.4813018035888,101.0230018615722,101.5647019195556,0.0,0.9774826984177333,7.648915078030032,-1.0,7.648915078030032,1.0069447188116132,1.0,-7.648915078030032,1.307548212661684,1.0,-7.648915078030032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.648915078030032,1
2024-02-01,97.12999725341795,97.12999725341795,93.37000274658205,95.13999938964844,95.13999938964844,2896400.0,-1.50118749686025,3.171477059611573,2.9595463702479994,2.408535199293544,2.2537047523933382,101.56999816894532,105.85199813842772,105.7349983215332,99.28266614278158,97.427099609375,100.51766502688916,103.2228989765119,103.7041684691862,101.5682108596496,100.52006627749935,103.6922475810208,103.99530830522718,-0.3030607242063894,1.2983375305932676,-1.2928351532735267,1.2928351532735267,1.2928351532735267,1.2928351532735267,-1.2928351532735267,-1.2928351532735267,-1.2928351532735267,1.2928351532735267,-1.2928351532735267,2.8199996948242188,2.8080001831054715,97.12999725341795,92.63880027770996,93.19800033569337,93.75720039367675,1.0,0.9595472920229373,1.50118749686025,-1.0,1.50118749686025,0.9953592078334123,-1.0,-1.50118749686025,1.2287743899761459,1.0,-1.50118749686025,0.0,2.0,0.0,0.001614914,0.001614914,0.004580667,0.004580667,-1.50118749686025,-1
2024-02-02,94.9499969482422,96.69000244140624,93.87000274658205,96.37000274658205,96.37000274658205,1809000.0,1.2928351532735267,3.5236395657528763,2.813859197603801,2.434977513295277,2.258136785190016,99.75199890136716,104.61699829101562,105.41799850463867,99.4286661783854,97.40179962158204,99.13511093345345,101.97691784379737,103.23099648708272,101.39777780676216,100.43788680163962,102.56574837572252,103.43047085643865,-0.8647224807161251,0.865725528331389,0.1245229253521915,0.1245229253521915,-0.1245229253521915,-0.1245229253521915,0.1245229253521915,0.1245229253521915,0.1245229253521915,-0.1245229253521915,0.1245229253521915,2.529998779296875,2.854500198364261,96.69000244140624,90.95239685058591,91.51399688720704,92.07559692382812,0.0,0.9534970466642966,-1.2928351532735267,-1.0,-1.2928351532735267,0.9878517239398897,-1.0,-1.2928351532735267,1.1555996645717603,1.0,1.2928351532735267,1.0,0.0,0.0,0.993540585,0.993540585,0.005452606,0.005452606,-1.2928351532735267,-1
2024-02-05,96.30999755859376,97.16999816894533,94.63999938964844,96.25,96.25,1957800.0,-0.1245229253521915,3.4207924537793666,2.7137369814086925,2.4127482883137352,2.255788504983302,97.78799896240234,103.23299865722656,105.17266515096028,99.58233286539712,97.38599960327149,98.17340728896896,100.93566005401604,102.78060961694835,101.22899820654044,100.354958350122,101.59409477945752,102.89858412633208,-1.3044893468745613,0.431682553290199,-1.5584415584415583,-1.5584415584415583,1.5584415584415583,1.5584415584415583,-1.5584415584415583,-1.5584415584415583,-1.5584415584415583,1.5584415584415583,-1.5584415584415583,1.55999755859375,2.784000015258793,97.16999816894533,90.41010200500487,90.98100204467772,91.5519020843506,1.0,0.9472552404207135,0.1245229253521915,-1.0,0.1245229253521915,0.9820496339746551,-1.0,0.1245229253521915,1.1247493136987439,1.0,-0.1245229253521915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1245229253521915,1
2024-02-06,96.66999816894533,97.79000091552734,96.2300033569336,97.75,97.75,1543200.0,1.5584415584415583,3.762421182675634,2.767399931607519,2.326343018237216,2.25913957222902,96.4199996948242,101.8839988708496,104.87799860636392,99.7718329111735,97.38689956665038,98.03227152597933,100.356449135104,102.45605415779042,101.11493269157192,100.30337501645624,101.00269558261787,102.51720752438156,-1.514511941763658,0.0424436542794277,0.2455221112731777,0.2455221112731777,-0.2455221112731777,-0.2455221112731777,0.2455221112731777,0.2455221112731777,0.2455221112731777,-0.2455221112731777,0.2455221112731777,2.3300018310546875,2.818500137329108,97.79000091552734,91.04519813537595,91.60199813842772,92.15879814147948,0.0,0.9463703894960809,-1.5584415584415583,-1.0,-1.5584415584415583,0.9795072625044405,-1.0,-1.5584415584415583,1.1895923816533787,1.0,1.5584415584415583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5584415584415583,1
2024-02-07,98.63999938964844,98.63999938964844,96.30999755859376,97.51000213623048,97.51000213623048,1380300.0,-0.2455221112731777,1.2487410132963013,2.7765612120537995,2.325791400697512,2.246141882804313,96.60400085449218,100.56799926757812,104.540665435791,99.98149960835777,97.38239959716798,97.85818172939638,99.838913317127,102.1369540273672,100.99673824713447,100.24806070199632,100.46535812932753,102.14630342155554,-1.6809452922280317,-0.3022341350220641,-0.9845134483039484,-0.9845134483039484,0.9845134483039484,0.9845134483039484,-0.9845134483039484,-0.9845134483039484,-0.9845134483039484,0.9845134483039484,-0.9845134483039484,2.1699981689453125,2.8165000915527387,98.63999938964844,91.58930061340332,92.15300064086912,92.71670066833497,1.0,0.9605838990339358,0.2455221112731777,-1.0,0.2455221112731777,0.9775003990267377,-1.0,0.2455221112731777,1.1938135170768542,1.0,-0.2455221112731777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2455221112731777,1
2024-02-08,97.4000015258789,99.56999969482422,97.4000015258789,98.47000122070312,98.47000122070312,1887800.0,0.9845134483039484,0.8280909926610996,2.8608170130058728,2.3449952680008423,2.200972289968377,97.27000122070312,99.4199996948242,104.14466552734376,100.15399958292645,97.4121996307373,98.06212155983197,99.5900202086863,101.90037642693729,100.91389441020227,100.21285160335684,100.1583801433853,101.87398474001093,-1.7156045966256102,-0.5849082273427734,-3.899661105196909,-3.899661105196909,3.899661105196909,3.899661105196909,-3.899661105196909,-3.899661105196909,-3.899661105196909,3.899661105196909,-3.899661105196909,3.610000610351548,2.861000061035161,99.56999969482422,92.44369918823242,93.00699920654296,93.57029922485351,1.0,0.9783745878020456,-0.9845134483039484,-1.0,-0.9845134483039484,0.9773273043803963,-1.0,-0.9845134483039484,1.2199670728737886,1.0,0.9845134483039484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9845134483039484,1
2024-02-09,99.31999969482422,102.4199981689453,98.80999755859376,102.3099975585938,102.3099975585938,1653900.0,3.899661105196909,1.6812143475373331,3.0316234687565635,2.5244979772344007,2.237040826902729,98.45800018310548,99.10499954223631,103.8633321126302,100.41549949645996,97.46769958496094,99.47808022608592,100.08456154503313,101.92680359672156,100.95966828392004,100.2543792460348,100.48939820726352,101.90628198583188,-1.4168837785683337,-0.7513033375878855,-0.5864589168541109,-0.5864589168541109,0.5864589168541109,0.5864589168541109,-0.5864589168541109,-0.5864589168541109,-0.5864589168541109,0.5864589168541109,-0.5864589168541109,2.859992980957003,2.878499603271492,102.4199981689453,93.27579956054686,93.84799957275388,94.42019958496093,1.0,0.9934715769928933,-3.899661105196909,-1.0,-3.899661105196909,0.9819258331794907,-1.0,-3.899661105196909,1.2008817183041363,1.0,3.899661105196909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.899661105196909,1
